Id,Price
4567,160287.66410019872
5925,122530.45899210538
960,142242.83467154746
3848,112642.14745243048
746,173564.20268628554
868,363770.5861149208
672,109415.33218134718
2471,200790.0445515182
4510,129854.45984198207
8354,249777.75704965508
6393,173634.30721080603
13270,223151.3393467479
5250,254855.5088090843
16751,175763.35148044297
11404,138734.1209554498
10588,371970.3293554369
14925,203602.11719646584
6791,231225.83926821925
16097,185893.64237091396
16428,378713.0319914057
6945,356458.09112116066
3190,189011.24035110246
15709,435923.9561212231
13155,129402.61344809565
7675,213561.07830989064
14686,233712.77869542362
609,144223.28688182557
11155,159350.38257528646
10869,217769.6983643385
15742,188975.96088089727
9245,199013.9650526367
3340,166042.54208701133
2359,287004.50921092415
8070,213460.40374366273
13707,138355.77997644237
16079,303311.7421809379
15937,294900.0544078046
14090,192697.8704074122
9008,204123.14454282614
16384,175977.5082620872
11657,243132.9384895588
13151,149204.76336707885
8990,148843.7731260135
11857,183079.05587345109
1565,144044.43250596474
8174,103486.4187066684
9247,242774.0303978814
10478,215747.10468663275
15509,142727.12268444785
8306,201555.41513913756
6642,185762.50602223809
7472,217758.44076107937
15989,130838.65957506231
13682,132454.15480626712
163,231171.43778997991
7076,201392.5359566603
7478,321973.9023448599
3029,186417.3445332985
1814,143661.78131493926
10057,127922.3580940473
15100,202902.63698870022
12694,214629.80844572707
6291,191134.98053358914
12603,167528.8700161993
3218,230631.4346670624
13456,126959.2705814333
10170,227926.4460190912
4530,145756.4241188201
13329,165932.92533644673
4820,152338.908208492
10896,175527.30535046436
13416,125446.9806144867
2701,226228.29450031227
11265,356548.535925071
9189,264229.9604697504
1858,176596.000395246
14536,235010.65775441992
6199,271641.3072923826
14730,154380.62115116467
7510,266887.3188345773
15505,166393.79396432414
7446,180320.75725121336
14016,171346.77941203205
14113,110976.1492034277
8721,314314.60894440213
6193,273449.3092232733
5717,174205.2364230485
5427,320158.580284511
9520,470188.4791407153
6869,98096.86543634834
1658,148351.90494544536
6639,213443.56777402238
6283,193659.78717036592
6257,123254.95434172622
15235,169565.68698782596
902,215058.33042128113
8932,188312.8622967532
16469,358220.2084954648
2825,294414.7098378087
6450,437367.66865207185
11366,180829.06148615744
3801,378619.6694187917
11385,197397.1011026986
1079,202218.930891008
3202,232735.7440434112
676,229447.1151842495
6185,289305.6579739235
7730,164123.92852866888
2573,182103.0615105208
10978,204629.2436001052
10962,260983.5082168769
8870,200026.68355404938
8496,178024.57384684717
5517,159997.78456209472
927,190607.73413184154
13675,223815.06080566693
1499,216501.7625087936
15536,341826.9918118907
8602,349040.71795530576
12137,447175.86698468874
9865,244473.85853669757
16353,283400.48021284805
15908,210526.27996536813
3944,178960.91702906525
10359,198058.43274338482
15158,216730.3578234575
3259,236600.72517823
7220,306227.50430960086
13843,209206.8202712088
16736,181148.00061625984
702,260522.40539258896
16401,137346.9198825448
12134,186254.19478823547
6918,213100.90204244206
11792,136297.86509902522
3798,137885.6793612649
10395,136322.19817519712
11099,133597.69178045308
7090,198909.30994748068
11260,193216.62446717525
9647,202523.04010868023
2903,411309.4040270179
2071,184576.8686316506
8604,190130.65916312908
9346,199916.05137383967
3945,195736.00714994155
3420,123641.0329453568
10842,125863.4124583907
725,159161.8791188315
13931,187497.2636107944
16330,239186.80471971154
9066,417490.7079436481
3326,297684.571095208
1556,283389.53243685083
6579,106397.18242739585
13877,143219.03065632505
9857,340325.08260120836
7302,255110.97751236442
5684,196423.98930979127
6513,236649.54077949846
11342,114322.23665913154
16561,220794.30201986237
6885,176875.34200124472
9308,173473.03692341407
2559,187187.89243359023
6648,175862.11581729862
15260,154550.62724435114
5113,193734.57715715276
16492,186080.5331336938
12034,284784.8170391636
7248,219317.66468763273
2171,213546.26077141069
10594,182269.79284441352
13241,207822.46897309108
7032,140396.2877108738
4884,162180.765142167
903,208165.2974840289
162,167763.392936107
6566,245123.38130441762
8249,143899.9923410602
13106,174412.01102645596
256,130146.46327052693
7976,172914.3421912743
8575,183280.75981503786
7591,270993.01954202616
3204,200837.76858760082
15804,184801.13346161283
1525,342073.22515158844
9038,205102.3547357602
13628,188127.7957836527
10016,203350.97393692468
10208,212221.42357995728
2008,190937.39692624373
13029,213013.97377598897
5099,131446.87501019932
9923,275171.80282243877
9461,136750.30687018114
11086,164325.38655060704
15057,233540.74966874308
10689,180475.96584178304
2053,221762.42206503724
16630,169893.9528926594
4985,169545.23897425013
13881,269987.0916467561
13225,191866.831014045
5779,67346.0119681387
10262,185559.122409386
10762,197639.53179179598
9513,199704.05396799033
11128,170405.16111596374
2074,292402.2408186674
933,201756.79439093897
2780,178754.37980726335
6594,110176.89569457868
15394,236078.28984861868
14863,130505.1955101438
6698,203684.76063692718
1611,255989.43754340772
174,190057.04478504695
5160,195057.4317606446
3295,328332.68055194773
4559,376684.2842119123
8254,170774.46157032152
10228,100364.77651393952
13924,129720.39205021597
15341,241892.17349321517
4353,177741.39145904395
4334,69532.47990623892
1872,158107.76668521648
7823,180042.69185783382
310,150903.04321635308
3704,273394.0630456889
11615,342200.04214866005
6605,217687.52199917214
3381,187110.09811776577
2143,142597.63502435837
3191,257883.15615441778
13980,136726.13847995212
15613,161115.90611863925
10943,281097.0050599733
9654,137332.49424911107
16053,448156.0373180529
14931,223933.66874210126
8299,240527.10047500845
2147,158477.51084630628
11567,349290.187104088
5905,132321.0630700653
11160,117094.70689280171
8275,148317.7787359062
16398,329647.8481204772
11229,177439.13686828697
10309,153400.97393684418
7340,266737.7831579743
7653,159255.60886118497
272,205001.17659540183
9831,228168.9926689741
5016,133366.23897702928
5968,66601.7753590439
796,237428.81074499383
12123,123318.92015042038
16629,195249.20911005753
2637,163335.16374544014
6194,219949.94300849942
6216,470467.886152284
14346,182304.62036678294
6428,129287.57404319842
2891,235166.76729472438
84,184738.37065089447
9260,217686.1493039372
15250,135192.9083871051
2348,203791.42392575112
10427,302719.4771940487
13230,281418.1455230366
1691,199663.62966696965
8803,123204.06662334538
5464,196214.00560060772
10559,114309.65802509687
16787,293122.1953761126
4278,150656.48173876977
6183,168381.59619052598
12775,159413.95697018135
10104,182552.31290457112
13663,176708.16231526266
9404,280187.569343028
14724,200584.67492605146
10040,178722.13230103132
4646,192943.82501274443
4754,151696.6812504759
3310,222576.8867132968
2003,180713.5908912593
7312,209321.0590530345
10921,208416.60207990205
13419,290054.2792122774
10105,159877.33373001832
2196,412109.2931738641
12659,238961.8627270437
4380,252916.66025825744
10847,143826.85904136844
10805,284930.22512774373
8709,97161.41155616543
8319,185884.98129153263
2215,186135.40886499683
7000,188532.3170540201
7701,105435.06108898959
9678,200436.63875373948
14026,227056.13961088163
